block_id,day,corridor_id,subsection_id,work_area_id,from_station,to_station,start_time,end_time,available,block_type,availability_source,derived_safe_window,safety_buffer_minutes
B-00176,Tuesday,C04,C04-S02,C04-WA02,ST04,ST05,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00177,Tuesday,C04,C04-S02,C04-WA02,ST04,ST05,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00178,Tuesday,C04,C04-S02,C04-WA02,ST04,ST05,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00179,Tuesday,C04,C04-S02,C04-WA02,ST04,ST05,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00180,Tuesday,C04,C04-S02,C04-WA02,ST04,ST05,23:00,01:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00181,Tuesday,C04,C04-S03,C04-WA03,ST04,ST05,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00182,Tuesday,C04,C04-S03,C04-WA03,ST04,ST05,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00183,Tuesday,C04,C04-S03,C04-WA03,ST04,ST05,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00184,Tuesday,C04,C04-S03,C04-WA03,ST04,ST05,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00185,Tuesday,C04,C04-S03,C04-WA03,ST04,ST05,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00186,Tuesday,C04,C04-S03,C04-WA03,ST04,ST05,23:00,01:45,0,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00187,Tuesday,C04,C04-S04,C04-WA04,ST04,ST05,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00188,Tuesday,C04,C04-S04,C04-WA04,ST04,ST05,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00189,Tuesday,C04,C04-S04,C04-WA04,ST04,ST05,02:00,04:45,0,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00190,Tuesday,C04,C04-S04,C04-WA04,ST04,ST05,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00191,Tuesday,C04,C04-S04,C04-WA04,ST04,ST05,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00192,Tuesday,C04,C04-S04,C04-WA04,ST04,ST05,23:00,01:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00193,Wednesday,C01,C01-S01,C01-WA01,ST01,ST02,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00194,Wednesday,C01,C01-S01,C01-WA01,ST01,ST02,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00195,Wednesday,C01,C01-S01,C01-WA01,ST01,ST02,02:00,04:45,0,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00196,Wednesday,C01,C01-S01,C01-WA01,ST01,ST02,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00197,Wednesday,C01,C01-S01,C01-WA01,ST01,ST02,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00198,Wednesday,C01,C01-S01,C01-WA01,ST01,ST02,23:00,01:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00199,Wednesday,C01,C01-S02,C01-WA02,ST01,ST02,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00200,Wednesday,C01,C01-S02,C01-WA02,ST01,ST02,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00201,Wednesday,C01,C01-S02,C01-WA02,ST01,ST02,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00202,Wednesday,C01,C01-S02,C01-WA02,ST01,ST02,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00203,Wednesday,C01,C01-S02,C01-WA02,ST01,ST02,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00204,Wednesday,C01,C01-S02,C01-WA02,ST01,ST02,23:00,01:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00205,Wednesday,C01,C01-S03,C01-WA03,ST01,ST02,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00206,Wednesday,C01,C01-S03,C01-WA03,ST01,ST02,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00207,Wednesday,C01,C01-S03,C01-WA03,ST01,ST02,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00208,Wednesday,C01,C01-S03,C01-WA03,ST01,ST02,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00209,Wednesday,C01,C01-S03,C01-WA03,ST01,ST02,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00210,Wednesday,C01,C01-S03,C01-WA03,ST01,ST02,23:00,01:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00211,Wednesday,C01,C01-S04,C01-WA04,ST01,ST02,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00212,Wednesday,C01,C01-S04,C01-WA04,ST01,ST02,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00213,Wednesday,C01,C01-S04,C01-WA04,ST01,ST02,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00214,Wednesday,C01,C01-S04,C01-WA04,ST01,ST02,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00215,Wednesday,C01,C01-S04,C01-WA04,ST01,ST02,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00216,Wednesday,C01,C01-S04,C01-WA04,ST01,ST02,23:00,01:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00217,Wednesday,C02,C02-S01,C02-WA01,ST02,ST03,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00218,Wednesday,C02,C02-S01,C02-WA01,ST02,ST03,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00219,Wednesday,C02,C02-S01,C02-WA01,ST02,ST03,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00220,Wednesday,C02,C02-S01,C02-WA01,ST02,ST03,10:30,13:15,0,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00221,Wednesday,C02,C02-S01,C02-WA01,ST02,ST03,13:30,16:30,0,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00222,Wednesday,C02,C02-S01,C02-WA01,ST02,ST03,23:00,01:45,0,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00223,Wednesday,C02,C02-S02,C02-WA02,ST02,ST03,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00224,Wednesday,C02,C02-S02,C02-WA02,ST02,ST03,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00225,Wednesday,C02,C02-S02,C02-WA02,ST02,ST03,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00226,Wednesday,C02,C02-S02,C02-WA02,ST02,ST03,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00227,Wednesday,C02,C02-S02,C02-WA02,ST02,ST03,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00228,Wednesday,C02,C02-S02,C02-WA02,ST02,ST03,23:00,01:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00229,Wednesday,C02,C02-S03,C02-WA03,ST02,ST03,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00230,Wednesday,C02,C02-S03,C02-WA03,ST02,ST03,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00231,Wednesday,C02,C02-S03,C02-WA03,ST02,ST03,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00232,Wednesday,C02,C02-S03,C02-WA03,ST02,ST03,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00233,Wednesday,C02,C02-S03,C02-WA03,ST02,ST03,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00234,Wednesday,C02,C02-S03,C02-WA03,ST02,ST03,23:00,01:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00235,Wednesday,C02,C02-S04,C02-WA04,ST02,ST03,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00236,Wednesday,C02,C02-S04,C02-WA04,ST02,ST03,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00237,Wednesday,C02,C02-S04,C02-WA04,ST02,ST03,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00238,Wednesday,C02,C02-S04,C02-WA04,ST02,ST03,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00239,Wednesday,C02,C02-S04,C02-WA04,ST02,ST03,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00240,Wednesday,C02,C02-S04,C02-WA04,ST02,ST03,23:00,01:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00241,Wednesday,C03,C03-S01,C03-WA01,ST03,ST04,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00242,Wednesday,C03,C03-S01,C03-WA01,ST03,ST04,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00243,Wednesday,C03,C03-S01,C03-WA01,ST03,ST04,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00244,Wednesday,C03,C03-S01,C03-WA01,ST03,ST04,10:30,13:15,0,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00245,Wednesday,C03,C03-S01,C03-WA01,ST03,ST04,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00246,Wednesday,C03,C03-S01,C03-WA01,ST03,ST04,23:00,01:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00247,Wednesday,C03,C03-S02,C03-WA02,ST03,ST04,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00248,Wednesday,C03,C03-S02,C03-WA02,ST03,ST04,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00249,Wednesday,C03,C03-S02,C03-WA02,ST03,ST04,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00250,Wednesday,C03,C03-S02,C03-WA02,ST03,ST04,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00251,Wednesday,C03,C03-S02,C03-WA02,ST03,ST04,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00252,Wednesday,C03,C03-S02,C03-WA02,ST03,ST04,23:00,01:45,0,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00253,Wednesday,C03,C03-S03,C03-WA03,ST03,ST04,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00254,Wednesday,C03,C03-S03,C03-WA03,ST03,ST04,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00255,Wednesday,C03,C03-S03,C03-WA03,ST03,ST04,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00256,Wednesday,C03,C03-S03,C03-WA03,ST03,ST04,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00257,Wednesday,C03,C03-S03,C03-WA03,ST03,ST04,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00258,Wednesday,C03,C03-S03,C03-WA03,ST03,ST04,23:00,01:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00259,Wednesday,C03,C03-S04,C03-WA04,ST03,ST04,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00260,Wednesday,C03,C03-S04,C03-WA04,ST03,ST04,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00261,Wednesday,C03,C03-S04,C03-WA04,ST03,ST04,02:00,04:45,0,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00262,Wednesday,C03,C03-S04,C03-WA04,ST03,ST04,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00263,Wednesday,C03,C03-S04,C03-WA04,ST03,ST04,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00264,Wednesday,C03,C03-S04,C03-WA04,ST03,ST04,23:00,01:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00265,Wednesday,C04,C04-S01,C04-WA01,ST04,ST05,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00266,Wednesday,C04,C04-S01,C04-WA01,ST04,ST05,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00267,Wednesday,C04,C04-S01,C04-WA01,ST04,ST05,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00268,Wednesday,C04,C04-S01,C04-WA01,ST04,ST05,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00269,Wednesday,C04,C04-S01,C04-WA01,ST04,ST05,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00270,Wednesday,C04,C04-S01,C04-WA01,ST04,ST05,23:00,01:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00271,Wednesday,C04,C04-S02,C04-WA02,ST04,ST05,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00272,Wednesday,C04,C04-S02,C04-WA02,ST04,ST05,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00273,Wednesday,C04,C04-S02,C04-WA02,ST04,ST05,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00274,Wednesday,C04,C04-S02,C04-WA02,ST04,ST05,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00275,Wednesday,C04,C04-S02,C04-WA02,ST04,ST05,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00276,Wednesday,C04,C04-S02,C04-WA02,ST04,ST05,23:00,01:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00277,Wednesday,C04,C04-S03,C04-WA03,ST04,ST05,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00278,Wednesday,C04,C04-S03,C04-WA03,ST04,ST05,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00279,Wednesday,C04,C04-S03,C04-WA03,ST04,ST05,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00280,Wednesday,C04,C04-S03,C04-WA03,ST04,ST05,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00281,Wednesday,C04,C04-S03,C04-WA03,ST04,ST05,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00282,Wednesday,C04,C04-S03,C04-WA03,ST04,ST05,23:00,01:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00283,Wednesday,C04,C04-S04,C04-WA04,ST04,ST05,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00284,Wednesday,C04,C04-S04,C04-WA04,ST04,ST05,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00285,Wednesday,C04,C04-S04,C04-WA04,ST04,ST05,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00286,Wednesday,C04,C04-S04,C04-WA04,ST04,ST05,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00287,Wednesday,C04,C04-S04,C04-WA04,ST04,ST05,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00288,Wednesday,C04,C04-S04,C04-WA04,ST04,ST05,23:00,01:45,0,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00289,Thursday,C01,C01-S01,C01-WA01,ST01,ST02,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00290,Thursday,C01,C01-S01,C01-WA01,ST01,ST02,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00291,Thursday,C01,C01-S01,C01-WA01,ST01,ST02,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00292,Thursday,C01,C01-S01,C01-WA01,ST01,ST02,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00293,Thursday,C01,C01-S01,C01-WA01,ST01,ST02,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00294,Thursday,C01,C01-S01,C01-WA01,ST01,ST02,23:00,01:45,0,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00295,Thursday,C01,C01-S02,C01-WA02,ST01,ST02,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00296,Thursday,C01,C01-S02,C01-WA02,ST01,ST02,01:00,04:00,0,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00297,Thursday,C01,C01-S02,C01-WA02,ST01,ST02,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00298,Thursday,C01,C01-S02,C01-WA02,ST01,ST02,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00299,Thursday,C01,C01-S02,C01-WA02,ST01,ST02,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00300,Thursday,C01,C01-S02,C01-WA02,ST01,ST02,23:00,01:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00301,Thursday,C01,C01-S03,C01-WA03,ST01,ST02,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00302,Thursday,C01,C01-S03,C01-WA03,ST01,ST02,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00303,Thursday,C01,C01-S03,C01-WA03,ST01,ST02,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00304,Thursday,C01,C01-S03,C01-WA03,ST01,ST02,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00305,Thursday,C01,C01-S03,C01-WA03,ST01,ST02,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00306,Thursday,C01,C01-S03,C01-WA03,ST01,ST02,23:00,01:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00307,Thursday,C01,C01-S04,C01-WA04,ST01,ST02,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00308,Thursday,C01,C01-S04,C01-WA04,ST01,ST02,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00309,Thursday,C01,C01-S04,C01-WA04,ST01,ST02,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00310,Thursday,C01,C01-S04,C01-WA04,ST01,ST02,10:30,13:15,0,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00311,Thursday,C01,C01-S04,C01-WA04,ST01,ST02,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00312,Thursday,C01,C01-S04,C01-WA04,ST01,ST02,23:00,01:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00313,Thursday,C02,C02-S01,C02-WA01,ST02,ST03,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00314,Thursday,C02,C02-S01,C02-WA01,ST02,ST03,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00315,Thursday,C02,C02-S01,C02-WA01,ST02,ST03,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00316,Thursday,C02,C02-S01,C02-WA01,ST02,ST03,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00317,Thursday,C02,C02-S01,C02-WA01,ST02,ST03,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00318,Thursday,C02,C02-S01,C02-WA01,ST02,ST03,23:00,01:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00319,Thursday,C02,C02-S02,C02-WA02,ST02,ST03,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00320,Thursday,C02,C02-S02,C02-WA02,ST02,ST03,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00321,Thursday,C02,C02-S02,C02-WA02,ST02,ST03,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00322,Thursday,C02,C02-S02,C02-WA02,ST02,ST03,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00323,Thursday,C02,C02-S02,C02-WA02,ST02,ST03,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00324,Thursday,C02,C02-S02,C02-WA02,ST02,ST03,23:00,01:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00325,Thursday,C02,C02-S03,C02-WA03,ST02,ST03,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00326,Thursday,C02,C02-S03,C02-WA03,ST02,ST03,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00327,Thursday,C02,C02-S03,C02-WA03,ST02,ST03,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00328,Thursday,C02,C02-S03,C02-WA03,ST02,ST03,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00329,Thursday,C02,C02-S03,C02-WA03,ST02,ST03,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00330,Thursday,C02,C02-S03,C02-WA03,ST02,ST03,23:00,01:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00331,Thursday,C02,C02-S04,C02-WA04,ST02,ST03,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00332,Thursday,C02,C02-S04,C02-WA04,ST02,ST03,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00333,Thursday,C02,C02-S04,C02-WA04,ST02,ST03,02:00,04:45,0,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00334,Thursday,C02,C02-S04,C02-WA04,ST02,ST03,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00335,Thursday,C02,C02-S04,C02-WA04,ST02,ST03,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00336,Thursday,C02,C02-S04,C02-WA04,ST02,ST03,23:00,01:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00337,Thursday,C03,C03-S01,C03-WA01,ST03,ST04,00:30,03:15,0,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00338,Thursday,C03,C03-S01,C03-WA01,ST03,ST04,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00339,Thursday,C03,C03-S01,C03-WA01,ST03,ST04,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00340,Thursday,C03,C03-S01,C03-WA01,ST03,ST04,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00341,Thursday,C03,C03-S01,C03-WA01,ST03,ST04,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00342,Thursday,C03,C03-S01,C03-WA01,ST03,ST04,23:00,01:45,0,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00343,Thursday,C03,C03-S02,C03-WA02,ST03,ST04,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00344,Thursday,C03,C03-S02,C03-WA02,ST03,ST04,01:00,04:00,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00345,Thursday,C03,C03-S02,C03-WA02,ST03,ST04,02:00,04:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00346,Thursday,C03,C03-S02,C03-WA02,ST03,ST04,10:30,13:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00347,Thursday,C03,C03-S02,C03-WA02,ST03,ST04,13:30,16:30,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00348,Thursday,C03,C03-S02,C03-WA02,ST03,ST04,23:00,01:45,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
B-00349,Thursday,C03,C03-S03,C03-WA03,ST03,ST04,00:30,03:15,1,ROUTINE_BLOCK,PLANNED_BLOCK_WINDOW,False,15
