block_id,corridor_id,date,start_time,end_time,available,expected_train_count,traffic_level
B-001912,C20,2026-09-01,06:00,08:00,0,6,HIGH
B-001913,C20,2026-09-01,08:00,10:00,0,6,HIGH
B-001914,C20,2026-09-01,10:00,12:00,0,5,MEDIUM
B-001915,C20,2026-09-01,12:00,14:00,1,4,MEDIUM
B-001916,C20,2026-09-01,14:00,16:00,0,6,HIGH
B-001917,C20,2026-09-01,16:00,18:00,1,0,LOW
B-001918,C20,2026-09-01,18:00,20:00,0,6,HIGH
B-001919,C20,2026-09-01,20:00,22:00,0,9,HIGH
B-001920,C20,2026-09-01,22:00,00:00,1,3,MEDIUM
B-001921,C01,2026-09-02,00:00,02:00,1,2,LOW
B-001922,C01,2026-09-02,02:00,04:00,1,0,LOW
B-001923,C01,2026-09-02,04:00,06:00,1,1,LOW
B-001924,C01,2026-09-02,06:00,08:00,1,0,LOW
B-001925,C01,2026-09-02,08:00,10:00,0,7,HIGH
B-001926,C01,2026-09-02,10:00,12:00,1,4,MEDIUM
B-001927,C01,2026-09-02,12:00,14:00,0,5,MEDIUM
B-001928,C01,2026-09-02,14:00,16:00,1,0,LOW
B-001929,C01,2026-09-02,16:00,18:00,1,4,MEDIUM
B-001930,C01,2026-09-02,18:00,20:00,0,6,HIGH
B-001931,C01,2026-09-02,20:00,22:00,1,3,MEDIUM
B-001932,C01,2026-09-02,22:00,00:00,0,7,HIGH
B-001933,C02,2026-09-02,00:00,02:00,1,0,LOW
B-001934,C02,2026-09-02,02:00,04:00,1,0,LOW
B-001935,C02,2026-09-02,04:00,06:00,1,4,MEDIUM
B-001936,C02,2026-09-02,06:00,08:00,1,2,LOW
B-001937,C02,2026-09-02,08:00,10:00,0,6,HIGH
B-001938,C02,2026-09-02,10:00,12:00,1,2,LOW
B-001939,C02,2026-09-02,12:00,14:00,1,1,LOW
B-001940,C02,2026-09-02,14:00,16:00,1,3,MEDIUM
B-001941,C02,2026-09-02,16:00,18:00,1,2,LOW
B-001942,C02,2026-09-02,18:00,20:00,0,7,HIGH
B-001943,C02,2026-09-02,20:00,22:00,0,7,HIGH
B-001944,C02,2026-09-02,22:00,00:00,1,3,MEDIUM
B-001945,C03,2026-09-02,00:00,02:00,1,4,MEDIUM
B-001946,C03,2026-09-02,02:00,04:00,0,5,MEDIUM
B-001947,C03,2026-09-02,04:00,06:00,1,2,LOW
B-001948,C03,2026-09-02,06:00,08:00,0,3,MEDIUM
B-001949,C03,2026-09-02,08:00,10:00,0,6,HIGH
B-001950,C03,2026-09-02,10:00,12:00,0,5,MEDIUM
B-001951,C03,2026-09-02,12:00,14:00,1,3,MEDIUM
B-001952,C03,2026-09-02,14:00,16:00,0,5,MEDIUM
B-001953,C03,2026-09-02,16:00,18:00,1,2,LOW
B-001954,C03,2026-09-02,18:00,20:00,0,8,HIGH
B-001955,C03,2026-09-02,20:00,22:00,0,7,HIGH
B-001956,C03,2026-09-02,22:00,00:00,1,2,LOW
B-001957,C04,2026-09-02,00:00,02:00,1,3,MEDIUM
B-001958,C04,2026-09-02,02:00,04:00,1,3,MEDIUM
B-001959,C04,2026-09-02,04:00,06:00,0,3,MEDIUM
B-001960,C04,2026-09-02,06:00,08:00,0,2,LOW
B-001961,C04,2026-09-02,08:00,10:00,0,7,HIGH
B-001962,C04,2026-09-02,10:00,12:00,1,4,MEDIUM
B-001963,C04,2026-09-02,12:00,14:00,1,1,LOW
B-001964,C04,2026-09-02,14:00,16:00,1,3,MEDIUM
B-001965,C04,2026-09-02,16:00,18:00,1,4,MEDIUM
B-001966,C04,2026-09-02,18:00,20:00,0,6,HIGH
B-001967,C04,2026-09-02,20:00,22:00,0,6,HIGH
B-001968,C04,2026-09-02,22:00,00:00,1,1,LOW
B-001969,C05,2026-09-02,00:00,02:00,1,3,MEDIUM
B-001970,C05,2026-09-02,02:00,04:00,1,4,MEDIUM
B-001971,C05,2026-09-02,04:00,06:00,1,1,LOW
B-001972,C05,2026-09-02,06:00,08:00,1,2,LOW
B-001973,C05,2026-09-02,08:00,10:00,1,4,MEDIUM
B-001974,C05,2026-09-02,10:00,12:00,0,6,HIGH
B-001975,C05,2026-09-02,12:00,14:00,1,3,MEDIUM
B-001976,C05,2026-09-02,14:00,16:00,1,1,LOW
B-001977,C05,2026-09-02,16:00,18:00,1,0,LOW
B-001978,C05,2026-09-02,18:00,20:00,0,5,MEDIUM
B-001979,C05,2026-09-02,20:00,22:00,0,10,HIGH
B-001980,C05,2026-09-02,22:00,00:00,0,1,LOW
B-001981,C06,2026-09-02,00:00,02:00,1,4,MEDIUM
B-001982,C06,2026-09-02,02:00,04:00,1,1,LOW
B-001983,C06,2026-09-02,04:00,06:00,1,1,LOW
B-001984,C06,2026-09-02,06:00,08:00,1,3,MEDIUM
B-001985,C06,2026-09-02,08:00,10:00,0,7,HIGH
B-001986,C06,2026-09-02,10:00,12:00,1,4,MEDIUM
B-001987,C06,2026-09-02,12:00,14:00,1,2,LOW
B-001988,C06,2026-09-02,14:00,16:00,1,1,LOW
B-001989,C06,2026-09-02,16:00,18:00,0,2,LOW
B-001990,C06,2026-09-02,18:00,20:00,0,6,HIGH
B-001991,C06,2026-09-02,20:00,22:00,1,4,MEDIUM
B-001992,C06,2026-09-02,22:00,00:00,1,2,LOW
B-001993,C07,2026-09-02,00:00,02:00,1,4,MEDIUM
B-001994,C07,2026-09-02,02:00,04:00,1,2,LOW
B-001995,C07,2026-09-02,04:00,06:00,1,3,MEDIUM
B-001996,C07,2026-09-02,06:00,08:00,1,2,LOW
B-001997,C07,2026-09-02,08:00,10:00,0,8,HIGH
B-001998,C07,2026-09-02,10:00,12:00,0,5,MEDIUM
B-001999,C07,2026-09-02,12:00,14:00,0,1,LOW
B-002000,C07,2026-09-02,14:00,16:00,1,3,MEDIUM
B-002001,C07,2026-09-02,16:00,18:00,1,3,MEDIUM
B-002002,C07,2026-09-02,18:00,20:00,1,4,MEDIUM
B-002003,C07,2026-09-02,20:00,22:00,0,5,MEDIUM
B-002004,C07,2026-09-02,22:00,00:00,1,3,MEDIUM
B-002005,C08,2026-09-02,00:00,02:00,0,5,MEDIUM
B-002006,C08,2026-09-02,02:00,04:00,1,2,LOW
B-002007,C08,2026-09-02,04:00,06:00,1,3,MEDIUM
B-002008,C08,2026-09-02,06:00,08:00,1,2,LOW
B-002009,C08,2026-09-02,08:00,10:00,0,9,HIGH
B-002010,C08,2026-09-02,10:00,12:00,0,7,HIGH
B-002011,C08,2026-09-02,12:00,14:00,1,1,LOW
B-002012,C08,2026-09-02,14:00,16:00,1,1,LOW
B-002013,C08,2026-09-02,16:00,18:00,1,3,MEDIUM
B-002014,C08,2026-09-02,18:00,20:00,1,3,MEDIUM
B-002015,C08,2026-09-02,20:00,22:00,0,8,HIGH
B-002016,C08,2026-09-02,22:00,00:00,1,4,MEDIUM
B-002017,C09,2026-09-02,00:00,02:00,1,3,MEDIUM
B-002018,C09,2026-09-02,02:00,04:00,1,3,MEDIUM
B-002019,C09,2026-09-02,04:00,06:00,1,2,LOW
B-002020,C09,2026-09-02,06:00,08:00,1,3,MEDIUM
B-002021,C09,2026-09-02,08:00,10:00,0,8,HIGH
B-002022,C09,2026-09-02,10:00,12:00,0,6,HIGH
B-002023,C09,2026-09-02,12:00,14:00,1,4,MEDIUM
B-002024,C09,2026-09-02,14:00,16:00,1,2,LOW
B-002025,C09,2026-09-02,16:00,18:00,1,2,LOW
B-002026,C09,2026-09-02,18:00,20:00,0,8,HIGH
B-002027,C09,2026-09-02,20:00,22:00,0,12,HIGH
B-002028,C09,2026-09-02,22:00,00:00,1,2,LOW
B-002029,C10,2026-09-02,00:00,02:00,1,3,MEDIUM
B-002030,C10,2026-09-02,02:00,04:00,1,3,MEDIUM
B-002031,C10,2026-09-02,04:00,06:00,1,2,LOW
B-002032,C10,2026-09-02,06:00,08:00,1,4,MEDIUM
B-002033,C10,2026-09-02,08:00,10:00,0,6,HIGH
B-002034,C10,2026-09-02,10:00,12:00,0,6,HIGH
B-002035,C10,2026-09-02,12:00,14:00,1,3,MEDIUM
B-002036,C10,2026-09-02,14:00,16:00,1,4,MEDIUM
B-002037,C10,2026-09-02,16:00,18:00,0,5,MEDIUM
B-002038,C10,2026-09-02,18:00,20:00,1,4,MEDIUM
B-002039,C10,2026-09-02,20:00,22:00,0,10,HIGH
B-002040,C10,2026-09-02,22:00,00:00,1,1,LOW
B-002041,C11,2026-09-02,00:00,02:00,1,4,MEDIUM
B-002042,C11,2026-09-02,02:00,04:00,1,3,MEDIUM
B-002043,C11,2026-09-02,04:00,06:00,0,6,HIGH
B-002044,C11,2026-09-02,06:00,08:00,1,1,LOW
B-002045,C11,2026-09-02,08:00,10:00,0,6,HIGH
B-002046,C11,2026-09-02,10:00,12:00,0,7,HIGH
B-002047,C11,2026-09-02,12:00,14:00,1,0,LOW
B-002048,C11,2026-09-02,14:00,16:00,1,4,MEDIUM
B-002049,C11,2026-09-02,16:00,18:00,1,4,MEDIUM
B-002050,C11,2026-09-02,18:00,20:00,0,5,MEDIUM
B-002051,C11,2026-09-02,20:00,22:00,0,9,HIGH
B-002052,C11,2026-09-02,22:00,00:00,1,1,LOW
B-002053,C12,2026-09-02,00:00,02:00,1,4,MEDIUM
B-002054,C12,2026-09-02,02:00,04:00,1,2,LOW
B-002055,C12,2026-09-02,04:00,06:00,0,1,LOW
B-002056,C12,2026-09-02,06:00,08:00,1,3,MEDIUM
B-002057,C12,2026-09-02,08:00,10:00,0,3,MEDIUM
B-002058,C12,2026-09-02,10:00,12:00,0,5,MEDIUM
B-002059,C12,2026-09-02,12:00,14:00,1,4,MEDIUM
B-002060,C12,2026-09-02,14:00,16:00,1,1,LOW
B-002061,C12,2026-09-02,16:00,18:00,1,4,MEDIUM
B-002062,C12,2026-09-02,18:00,20:00,0,6,HIGH
B-002063,C12,2026-09-02,20:00,22:00,0,4,MEDIUM
B-002064,C12,2026-09-02,22:00,00:00,1,4,MEDIUM
B-002065,C13,2026-09-02,00:00,02:00,1,4,MEDIUM
B-002066,C13,2026-09-02,02:00,04:00,1,1,LOW
B-002067,C13,2026-09-02,04:00,06:00,1,3,MEDIUM
B-002068,C13,2026-09-02,06:00,08:00,1,1,LOW
B-002069,C13,2026-09-02,08:00,10:00,0,8,HIGH
B-002070,C13,2026-09-02,10:00,12:00,0,5,MEDIUM
B-002071,C13,2026-09-02,12:00,14:00,1,2,LOW
B-002072,C13,2026-09-02,14:00,16:00,1,4,MEDIUM
B-002073,C13,2026-09-02,16:00,18:00,1,2,LOW
B-002074,C13,2026-09-02,18:00,20:00,0,5,MEDIUM
B-002075,C13,2026-09-02,20:00,22:00,1,4,MEDIUM
B-002076,C13,2026-09-02,22:00,00:00,0,5,MEDIUM
B-002077,C14,2026-09-02,00:00,02:00,1,2,LOW
B-002078,C14,2026-09-02,02:00,04:00,1,1,LOW
B-002079,C14,2026-09-02,04:00,06:00,1,2,LOW
B-002080,C14,2026-09-02,06:00,08:00,0,6,HIGH
B-002081,C14,2026-09-02,08:00,10:00,0,8,HIGH
B-002082,C14,2026-09-02,10:00,12:00,0,5,MEDIUM
B-002083,C14,2026-09-02,12:00,14:00,0,6,HIGH
B-002084,C14,2026-09-02,14:00,16:00,1,3,MEDIUM
B-002085,C14,2026-09-02,16:00,18:00,1,1,LOW
B-002086,C14,2026-09-02,18:00,20:00,0,6,HIGH
B-002087,C14,2026-09-02,20:00,22:00,0,12,HIGH
B-002088,C14,2026-09-02,22:00,00:00,1,4,MEDIUM
B-002089,C15,2026-09-02,00:00,02:00,1,1,LOW
B-002090,C15,2026-09-02,02:00,04:00,1,2,LOW
B-002091,C15,2026-09-02,04:00,06:00,1,1,LOW
B-002092,C15,2026-09-02,06:00,08:00,1,3,MEDIUM
B-002093,C15,2026-09-02,08:00,10:00,0,9,HIGH
B-002094,C15,2026-09-02,10:00,12:00,0,6,HIGH
B-002095,C15,2026-09-02,12:00,14:00,0,5,MEDIUM
B-002096,C15,2026-09-02,14:00,16:00,1,3,MEDIUM
B-002097,C15,2026-09-02,16:00,18:00,0,5,MEDIUM
B-002098,C15,2026-09-02,18:00,20:00,0,8,HIGH
B-002099,C15,2026-09-02,20:00,22:00,0,10,HIGH
B-002100,C15,2026-09-02,22:00,00:00,1,2,LOW
B-002101,C16,2026-09-02,00:00,02:00,1,3,MEDIUM
B-002102,C16,2026-09-02,02:00,04:00,1,2,LOW
B-002103,C16,2026-09-02,04:00,06:00,1,1,LOW
B-002104,C16,2026-09-02,06:00,08:00,1,3,MEDIUM
B-002105,C16,2026-09-02,08:00,10:00,0,5,MEDIUM
B-002106,C16,2026-09-02,10:00,12:00,0,6,HIGH
B-002107,C16,2026-09-02,12:00,14:00,1,1,LOW
B-002108,C16,2026-09-02,14:00,16:00,1,2,LOW
B-002109,C16,2026-09-02,16:00,18:00,1,2,LOW
B-002110,C16,2026-09-02,18:00,20:00,0,6,HIGH
B-002111,C16,2026-09-02,20:00,22:00,0,7,HIGH
B-002112,C16,2026-09-02,22:00,00:00,0,1,LOW
B-002113,C17,2026-09-02,00:00,02:00,0,5,MEDIUM
B-002114,C17,2026-09-02,02:00,04:00,1,1,LOW
B-002115,C17,2026-09-02,04:00,06:00,1,3,MEDIUM
B-002116,C17,2026-09-02,06:00,08:00,1,4,MEDIUM
B-002117,C17,2026-09-02,08:00,10:00,0,6,HIGH
B-002118,C17,2026-09-02,10:00,12:00,0,7,HIGH
B-002119,C17,2026-09-02,12:00,14:00,1,2,LOW
B-002120,C17,2026-09-02,14:00,16:00,1,2,LOW
B-002121,C17,2026-09-02,16:00,18:00,1,4,MEDIUM
B-002122,C17,2026-09-02,18:00,20:00,1,4,MEDIUM
B-002123,C17,2026-09-02,20:00,22:00,0,6,HIGH
B-002124,C17,2026-09-02,22:00,00:00,0,5,MEDIUM
B-002125,C18,2026-09-02,00:00,02:00,1,1,LOW
B-002126,C18,2026-09-02,02:00,04:00,1,3,MEDIUM
B-002127,C18,2026-09-02,04:00,06:00,1,2,LOW
B-002128,C18,2026-09-02,06:00,08:00,0,3,MEDIUM
B-002129,C18,2026-09-02,08:00,10:00,0,9,HIGH
B-002130,C18,2026-09-02,10:00,12:00,0,5,MEDIUM
B-002131,C18,2026-09-02,12:00,14:00,0,4,MEDIUM
B-002132,C18,2026-09-02,14:00,16:00,1,3,MEDIUM
B-002133,C18,2026-09-02,16:00,18:00,0,2,LOW
B-002134,C18,2026-09-02,18:00,20:00,0,8,HIGH
B-002135,C18,2026-09-02,20:00,22:00,0,9,HIGH
B-002136,C18,2026-09-02,22:00,00:00,1,1,LOW
B-002137,C19,2026-09-02,00:00,02:00,0,2,LOW
B-002138,C19,2026-09-02,02:00,04:00,1,3,MEDIUM
B-002139,C19,2026-09-02,04:00,06:00,1,3,MEDIUM
B-002140,C19,2026-09-02,06:00,08:00,1,1,LOW
B-002141,C19,2026-09-02,08:00,10:00,0,6,HIGH
B-002142,C19,2026-09-02,10:00,12:00,0,7,HIGH
B-002143,C19,2026-09-02,12:00,14:00,1,3,MEDIUM
B-002144,C19,2026-09-02,14:00,16:00,1,3,MEDIUM
B-002145,C19,2026-09-02,16:00,18:00,1,1,LOW
B-002146,C19,2026-09-02,18:00,20:00,0,7,HIGH
B-002147,C19,2026-09-02,20:00,22:00,0,5,MEDIUM
B-002148,C19,2026-09-02,22:00,00:00,1,3,MEDIUM
B-002149,C20,2026-09-02,00:00,02:00,1,1,LOW
B-002150,C20,2026-09-02,02:00,04:00,1,2,LOW
B-002151,C20,2026-09-02,04:00,06:00,1,3,MEDIUM
B-002152,C20,2026-09-02,06:00,08:00,1,2,LOW
B-002153,C20,2026-09-02,08:00,10:00,1,4,MEDIUM
B-002154,C20,2026-09-02,10:00,12:00,0,6,HIGH
B-002155,C20,2026-09-02,12:00,14:00,1,0,LOW
B-002156,C20,2026-09-02,14:00,16:00,1,3,MEDIUM
B-002157,C20,2026-09-02,16:00,18:00,0,2,LOW
B-002158,C20,2026-09-02,18:00,20:00,0,9,HIGH
B-002159,C20,2026-09-02,20:00,22:00,0,8,HIGH
B-002160,C20,2026-09-02,22:00,00:00,1,4,MEDIUM
B-002161,C01,2026-09-03,00:00,02:00,1,4,MEDIUM
B-002162,C01,2026-09-03,02:00,04:00,1,0,LOW
B-002163,C01,2026-09-03,04:00,06:00,0,1,LOW
B-002164,C01,2026-09-03,06:00,08:00,1,0,LOW
B-002165,C01,2026-09-03,08:00,10:00,0,9,HIGH
B-002166,C01,2026-09-03,10:00,12:00,0,6,HIGH
B-002167,C01,2026-09-03,12:00,14:00,1,3,MEDIUM
B-002168,C01,2026-09-03,14:00,16:00,1,2,LOW
B-002169,C01,2026-09-03,16:00,18:00,0,3,MEDIUM
B-002170,C01,2026-09-03,18:00,20:00,0,10,HIGH
B-002171,C01,2026-09-03,20:00,22:00,0,7,HIGH
B-002172,C01,2026-09-03,22:00,00:00,1,2,LOW
B-002173,C02,2026-09-03,00:00,02:00,1,2,LOW
B-002174,C02,2026-09-03,02:00,04:00,1,2,LOW
B-002175,C02,2026-09-03,04:00,06:00,0,0,LOW
B-002176,C02,2026-09-03,06:00,08:00,1,0,LOW
B-002177,C02,2026-09-03,08:00,10:00,1,4,MEDIUM
B-002178,C02,2026-09-03,10:00,12:00,0,6,HIGH
B-002179,C02,2026-09-03,12:00,14:00,1,4,MEDIUM
B-002180,C02,2026-09-03,14:00,16:00,1,2,LOW
B-002181,C02,2026-09-03,16:00,18:00,1,1,LOW
B-002182,C02,2026-09-03,18:00,20:00,1,4,MEDIUM
B-002183,C02,2026-09-03,20:00,22:00,0,8,HIGH
B-002184,C02,2026-09-03,22:00,00:00,0,0,LOW
B-002185,C03,2026-09-03,00:00,02:00,1,3,MEDIUM
B-002186,C03,2026-09-03,02:00,04:00,1,4,MEDIUM
B-002187,C03,2026-09-03,04:00,06:00,1,3,MEDIUM
B-002188,C03,2026-09-03,06:00,08:00,1,1,LOW
B-002189,C03,2026-09-03,08:00,10:00,0,6,HIGH
B-002190,C03,2026-09-03,10:00,12:00,0,10,HIGH
B-002191,C03,2026-09-03,12:00,14:00,1,1,LOW
B-002192,C03,2026-09-03,14:00,16:00,1,3,MEDIUM
B-002193,C03,2026-09-03,16:00,18:00,1,3,MEDIUM
B-002194,C03,2026-09-03,18:00,20:00,0,7,HIGH
B-002195,C03,2026-09-03,20:00,22:00,0,6,HIGH
B-002196,C03,2026-09-03,22:00,00:00,0,5,MEDIUM
B-002197,C04,2026-09-03,00:00,02:00,0,1,LOW
B-002198,C04,2026-09-03,02:00,04:00,1,3,MEDIUM
B-002199,C04,2026-09-03,04:00,06:00,1,2,LOW
B-002200,C04,2026-09-03,06:00,08:00,1,1,LOW
B-002201,C04,2026-09-03,08:00,10:00,0,5,MEDIUM
B-002202,C04,2026-09-03,10:00,12:00,0,6,HIGH
B-002203,C04,2026-09-03,12:00,14:00,1,1,LOW
B-002204,C04,2026-09-03,14:00,16:00,1,1,LOW
B-002205,C04,2026-09-03,16:00,18:00,1,2,LOW
B-002206,C04,2026-09-03,18:00,20:00,0,7,HIGH
B-002207,C04,2026-09-03,20:00,22:00,0,5,MEDIUM
B-002208,C04,2026-09-03,22:00,00:00,1,3,MEDIUM
B-002209,C05,2026-09-03,00:00,02:00,1,4,MEDIUM
B-002210,C05,2026-09-03,02:00,04:00,1,3,MEDIUM
B-002211,C05,2026-09-03,04:00,06:00,1,0,LOW
B-002212,C05,2026-09-03,06:00,08:00,1,3,MEDIUM
B-002213,C05,2026-09-03,08:00,10:00,1,3,MEDIUM
B-002214,C05,2026-09-03,10:00,12:00,0,9,HIGH
B-002215,C05,2026-09-03,12:00,14:00,0,1,LOW
B-002216,C05,2026-09-03,14:00,16:00,1,3,MEDIUM
B-002217,C05,2026-09-03,16:00,18:00,1,3,MEDIUM
B-002218,C05,2026-09-03,18:00,20:00,0,8,HIGH
B-002219,C05,2026-09-03,20:00,22:00,0,8,HIGH
B-002220,C05,2026-09-03,22:00,00:00,1,3,MEDIUM
B-002221,C06,2026-09-03,00:00,02:00,1,4,MEDIUM
B-002222,C06,2026-09-03,02:00,04:00,1,2,LOW
B-002223,C06,2026-09-03,04:00,06:00,1,4,MEDIUM
B-002224,C06,2026-09-03,06:00,08:00,1,2,LOW
B-002225,C06,2026-09-03,08:00,10:00,1,4,MEDIUM
B-002226,C06,2026-09-03,10:00,12:00,0,5,MEDIUM
B-002227,C06,2026-09-03,12:00,14:00,1,1,LOW
B-002228,C06,2026-09-03,14:00,16:00,1,3,MEDIUM
B-002229,C06,2026-09-03,16:00,18:00,1,1,LOW
B-002230,C06,2026-09-03,18:00,20:00,0,6,HIGH
B-002231,C06,2026-09-03,20:00,22:00,0,7,HIGH
B-002232,C06,2026-09-03,22:00,00:00,0,3,MEDIUM
B-002233,C07,2026-09-03,00:00,02:00,0,7,HIGH
B-002234,C07,2026-09-03,02:00,04:00,1,1,LOW
B-002235,C07,2026-09-03,04:00,06:00,1,3,MEDIUM
B-002236,C07,2026-09-03,06:00,08:00,0,1,LOW
B-002237,C07,2026-09-03,08:00,10:00,0,7,HIGH
B-002238,C07,2026-09-03,10:00,12:00,0,5,MEDIUM
B-002239,C07,2026-09-03,12:00,14:00,1,2,LOW
B-002240,C07,2026-09-03,14:00,16:00,0,6,HIGH
B-002241,C07,2026-09-03,16:00,18:00,1,1,LOW
B-002242,C07,2026-09-03,18:00,20:00,0,8,HIGH
B-002243,C07,2026-09-03,20:00,22:00,1,4,MEDIUM
B-002244,C07,2026-09-03,22:00,00:00,1,3,MEDIUM
B-002245,C08,2026-09-03,00:00,02:00,1,2,LOW
B-002246,C08,2026-09-03,02:00,04:00,1,0,LOW
B-002247,C08,2026-09-03,04:00,06:00,1,3,MEDIUM
B-002248,C08,2026-09-03,06:00,08:00,1,3,MEDIUM
B-002249,C08,2026-09-03,08:00,10:00,0,7,HIGH
B-002250,C08,2026-09-03,10:00,12:00,0,7,HIGH
B-002251,C08,2026-09-03,12:00,14:00,0,6,HIGH
B-002252,C08,2026-09-03,14:00,16:00,1,2,LOW
B-002253,C08,2026-09-03,16:00,18:00,1,3,MEDIUM
B-002254,C08,2026-09-03,18:00,20:00,0,5,MEDIUM
B-002255,C08,2026-09-03,20:00,22:00,0,4,MEDIUM
B-002256,C08,2026-09-03,22:00,00:00,1,2,LOW
B-002257,C09,2026-09-03,00:00,02:00,1,4,MEDIUM
B-002258,C09,2026-09-03,02:00,04:00,1,1,LOW
B-002259,C09,2026-09-03,04:00,06:00,0,2,LOW
B-002260,C09,2026-09-03,06:00,08:00,1,1,LOW
B-002261,C09,2026-09-03,08:00,10:00,1,3,MEDIUM
B-002262,C09,2026-09-03,10:00,12:00,0,7,HIGH
B-002263,C09,2026-09-03,12:00,14:00,1,3,MEDIUM
B-002264,C09,2026-09-03,14:00,16:00,1,3,MEDIUM
B-002265,C09,2026-09-03,16:00,18:00,1,4,MEDIUM
B-002266,C09,2026-09-03,18:00,20:00,0,6,HIGH
B-002267,C09,2026-09-03,20:00,22:00,0,7,HIGH
B-002268,C09,2026-09-03,22:00,00:00,1,2,LOW
B-002269,C10,2026-09-03,00:00,02:00,0,6,HIGH
B-002270,C10,2026-09-03,02:00,04:00,1,3,MEDIUM
B-002271,C10,2026-09-03,04:00,06:00,1,1,LOW
B-002272,C10,2026-09-03,06:00,08:00,1,3,MEDIUM
B-002273,C10,2026-09-03,08:00,10:00,0,8,HIGH
B-002274,C10,2026-09-03,10:00,12:00,0,6,HIGH
B-002275,C10,2026-09-03,12:00,14:00,1,1,LOW
B-002276,C10,2026-09-03,14:00,16:00,1,0,LOW
B-002277,C10,2026-09-03,16:00,18:00,0,5,MEDIUM
B-002278,C10,2026-09-03,18:00,20:00,0,5,MEDIUM
B-002279,C10,2026-09-03,20:00,22:00,0,6,HIGH
B-002280,C10,2026-09-03,22:00,00:00,1,2,LOW
B-002281,C11,2026-09-03,00:00,02:00,1,3,MEDIUM
B-002282,C11,2026-09-03,02:00,04:00,1,2,LOW
B-002283,C11,2026-09-03,04:00,06:00,0,8,HIGH
B-002284,C11,2026-09-03,06:00,08:00,1,1,LOW
B-002285,C11,2026-09-03,08:00,10:00,0,5,MEDIUM
B-002286,C11,2026-09-03,10:00,12:00,0,4,MEDIUM
B-002287,C11,2026-09-03,12:00,14:00,1,1,LOW
B-002288,C11,2026-09-03,14:00,16:00,0,5,MEDIUM
B-002289,C11,2026-09-03,16:00,18:00,1,3,MEDIUM
B-002290,C11,2026-09-03,18:00,20:00,0,8,HIGH
B-002291,C11,2026-09-03,20:00,22:00,0,7,HIGH
B-002292,C11,2026-09-03,22:00,00:00,1,3,MEDIUM
B-002293,C12,2026-09-03,00:00,02:00,1,3,MEDIUM
B-002294,C12,2026-09-03,02:00,04:00,0,3,MEDIUM
B-002295,C12,2026-09-03,04:00,06:00,0,5,MEDIUM
B-002296,C12,2026-09-03,06:00,08:00,1,1,LOW
B-002297,C12,2026-09-03,08:00,10:00,0,6,HIGH
B-002298,C12,2026-09-03,10:00,12:00,0,8,HIGH
B-002299,C12,2026-09-03,12:00,14:00,1,0,LOW
B-002300,C12,2026-09-03,14:00,16:00,0,6,HIGH
B-002301,C12,2026-09-03,16:00,18:00,1,2,LOW
B-002302,C12,2026-09-03,18:00,20:00,0,6,HIGH
B-002303,C12,2026-09-03,20:00,22:00,0,6,HIGH
B-002304,C12,2026-09-03,22:00,00:00,1,2,LOW
B-002305,C13,2026-09-03,00:00,02:00,1,3,MEDIUM
B-002306,C13,2026-09-03,02:00,04:00,1,2,LOW
B-002307,C13,2026-09-03,04:00,06:00,0,3,MEDIUM
B-002308,C13,2026-09-03,06:00,08:00,1,1,LOW
B-002309,C13,2026-09-03,08:00,10:00,0,8,HIGH
B-002310,C13,2026-09-03,10:00,12:00,0,5,MEDIUM
B-002311,C13,2026-09-03,12:00,14:00,1,4,MEDIUM
B-002312,C13,2026-09-03,14:00,16:00,1,1,LOW
B-002313,C13,2026-09-03,16:00,18:00,1,2,LOW
B-002314,C13,2026-09-03,18:00,20:00,0,5,MEDIUM
B-002315,C13,2026-09-03,20:00,22:00,0,8,HIGH
B-002316,C13,2026-09-03,22:00,00:00,1,4,MEDIUM
B-002317,C14,2026-09-03,00:00,02:00,1,2,LOW
B-002318,C14,2026-09-03,02:00,04:00,1,3,MEDIUM
B-002319,C14,2026-09-03,04:00,06:00,1,2,LOW
B-002320,C14,2026-09-03,06:00,08:00,1,1,LOW
B-002321,C14,2026-09-03,08:00,10:00,0,7,HIGH
B-002322,C14,2026-09-03,10:00,12:00,0,7,HIGH
B-002323,C14,2026-09-03,12:00,14:00,0,5,MEDIUM
B-002324,C14,2026-09-03,14:00,16:00,0,6,HIGH
B-002325,C14,2026-09-03,16:00,18:00,1,3,MEDIUM
B-002326,C14,2026-09-03,18:00,20:00,0,8,HIGH
B-002327,C14,2026-09-03,20:00,22:00,0,5,MEDIUM
B-002328,C14,2026-09-03,22:00,00:00,1,1,LOW
B-002329,C15,2026-09-03,00:00,02:00,0,1,LOW
B-002330,C15,2026-09-03,02:00,04:00,1,1,LOW
B-002331,C15,2026-09-03,04:00,06:00,1,4,MEDIUM
B-002332,C15,2026-09-03,06:00,08:00,0,8,HIGH
B-002333,C15,2026-09-03,08:00,10:00,0,6,HIGH
B-002334,C15,2026-09-03,10:00,12:00,0,7,HIGH
B-002335,C15,2026-09-03,12:00,14:00,1,1,LOW
B-002336,C15,2026-09-03,14:00,16:00,1,2,LOW
B-002337,C15,2026-09-03,16:00,18:00,1,2,LOW
B-002338,C15,2026-09-03,18:00,20:00,0,8,HIGH
B-002339,C15,2026-09-03,20:00,22:00,1,2,LOW
B-002340,C15,2026-09-03,22:00,00:00,0,5,MEDIUM
B-002341,C16,2026-09-03,00:00,02:00,1,1,LOW
