movement_id,day,corridor_id,subsection_id,from_station,to_station,train_no,train_type,entry_time,exit_time,minimum_maintenance_buffer_minutes,line_id,movement_status,direction,movement_source
TM-00405,Tuesday,C03,C03-S02,ST03,ST04,12653,Passenger,21:37,21:45,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00406,Tuesday,C03,C03-S02,ST03,ST04,12655,Passenger,22:18,22:28,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00407,Tuesday,C03,C03-S03,ST03,ST04,12656,Passenger,05:03,05:11,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00408,Tuesday,C03,C03-S03,ST03,ST04,12657,MEMU,06:07,06:10,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00409,Tuesday,C03,C03-S03,ST03,ST04,12659,Special,07:55,08:01,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00410,Tuesday,C03,C03-S03,ST03,ST04,12661,MEMU,08:12,08:17,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00411,Tuesday,C03,C03-S03,ST03,ST04,12662,MEMU,09:31,09:39,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00412,Tuesday,C03,C03-S03,ST03,ST04,12663,Express,11:12,11:18,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00413,Tuesday,C03,C03-S03,ST03,ST04,12664,Express,12:24,12:32,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00414,Tuesday,C03,C03-S03,ST03,ST04,12666,Freight,13:55,13:59,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00415,Tuesday,C03,C03-S03,ST03,ST04,12667,Freight,15:55,16:01,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00416,Tuesday,C03,C03-S03,ST03,ST04,12668,Express,16:55,17:01,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00417,Tuesday,C03,C03-S03,ST03,ST04,12669,Passenger,17:12,17:16,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00418,Tuesday,C03,C03-S03,ST03,ST04,12672,Express,18:07,18:13,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00419,Tuesday,C03,C03-S03,ST03,ST04,12674,Freight,20:12,20:18,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00420,Tuesday,C03,C03-S03,ST03,ST04,12675,Express,21:03,21:08,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00421,Tuesday,C03,C03-S03,ST03,ST04,12678,Passenger,22:55,23:05,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00422,Tuesday,C03,C03-S04,ST03,ST04,12680,MEMU,05:31,05:37,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00423,Tuesday,C03,C03-S04,ST03,ST04,12683,Passenger,06:24,06:30,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00424,Tuesday,C03,C03-S04,ST03,ST04,12685,Express,07:55,08:05,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00425,Tuesday,C03,C03-S04,ST03,ST04,12688,MEMU,08:07,08:17,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00426,Tuesday,C03,C03-S04,ST03,ST04,12689,Passenger,09:43,09:47,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00427,Tuesday,C03,C03-S04,ST03,ST04,12692,MEMU,11:31,11:36,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00428,Tuesday,C03,C03-S04,ST03,ST04,12695,Special,12:55,12:59,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00429,Tuesday,C03,C03-S04,ST03,ST04,12696,Passenger,13:55,14:00,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00430,Tuesday,C03,C03-S04,ST03,ST04,12699,MEMU,15:37,15:41,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00431,Tuesday,C03,C03-S04,ST03,ST04,12700,Passenger,16:37,16:45,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00432,Tuesday,C03,C03-S04,ST03,ST04,12701,Express,17:24,17:28,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00433,Tuesday,C03,C03-S04,ST03,ST04,12703,Special,18:37,18:45,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00434,Tuesday,C03,C03-S04,ST03,ST04,12704,Express,20:18,20:26,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00435,Tuesday,C03,C03-S04,ST03,ST04,12705,Passenger,21:18,21:23,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00436,Tuesday,C03,C03-S04,ST03,ST04,12706,Express,22:07,22:10,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00437,Tuesday,C04,C04-S01,ST04,ST05,12708,Express,05:12,05:20,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00438,Tuesday,C04,C04-S01,ST04,ST05,12709,Freight,06:37,06:45,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00439,Tuesday,C04,C04-S01,ST04,ST05,12711,Express,07:37,07:41,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00440,Tuesday,C04,C04-S01,ST04,ST05,12712,MEMU,08:12,08:20,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00441,Tuesday,C04,C04-S01,ST04,ST05,12714,Passenger,09:37,09:45,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00442,Tuesday,C04,C04-S01,ST04,ST05,12715,Special,11:31,11:35,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00443,Tuesday,C04,C04-S01,ST04,ST05,12716,Special,12:24,12:34,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00444,Tuesday,C04,C04-S01,ST04,ST05,12717,Express,13:24,13:29,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00445,Tuesday,C04,C04-S01,ST04,ST05,12718,Express,15:24,15:28,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00446,Tuesday,C04,C04-S01,ST04,ST05,12720,Freight,16:03,16:06,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00447,Tuesday,C04,C04-S01,ST04,ST05,12723,Express,17:07,17:15,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00448,Tuesday,C04,C04-S01,ST04,ST05,12724,Passenger,18:07,18:15,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00449,Tuesday,C04,C04-S01,ST04,ST05,12726,Express,20:55,21:05,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00450,Tuesday,C04,C04-S01,ST04,ST05,12727,Express,21:12,21:15,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00451,Tuesday,C04,C04-S01,ST04,ST05,12729,Special,22:24,22:34,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00452,Tuesday,C04,C04-S02,ST04,ST05,12730,Passenger,05:24,05:28,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00453,Tuesday,C04,C04-S02,ST04,ST05,12733,Express,06:12,06:17,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00454,Tuesday,C04,C04-S02,ST04,ST05,12734,Express,07:18,07:22,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00455,Tuesday,C04,C04-S02,ST04,ST05,12735,Special,08:24,08:34,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00456,Tuesday,C04,C04-S02,ST04,ST05,12736,Passenger,09:55,10:01,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00457,Tuesday,C04,C04-S02,ST04,ST05,12737,Express,11:18,11:28,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00458,Tuesday,C04,C04-S02,ST04,ST05,12738,Freight,12:07,12:17,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00459,Tuesday,C04,C04-S02,ST04,ST05,12739,MEMU,13:12,13:18,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00460,Tuesday,C04,C04-S02,ST04,ST05,12742,Passenger,15:18,15:26,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00461,Tuesday,C04,C04-S02,ST04,ST05,12744,Passenger,16:37,16:41,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00462,Tuesday,C04,C04-S02,ST04,ST05,12745,Express,17:03,17:11,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00463,Tuesday,C04,C04-S02,ST04,ST05,12746,MEMU,18:43,18:47,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00464,Tuesday,C04,C04-S02,ST04,ST05,12749,Passenger,20:43,20:48,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00465,Tuesday,C04,C04-S02,ST04,ST05,12750,Express,21:43,21:49,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00466,Tuesday,C04,C04-S02,ST04,ST05,12751,Express,22:55,23:03,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00467,Tuesday,C04,C04-S03,ST04,ST05,12752,Express,05:31,05:36,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00468,Tuesday,C04,C04-S03,ST04,ST05,12753,Express,06:43,06:46,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00469,Tuesday,C04,C04-S03,ST04,ST05,12755,Express,07:55,07:59,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00470,Tuesday,C04,C04-S03,ST04,ST05,12757,Passenger,08:03,08:11,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00471,Tuesday,C04,C04-S03,ST04,ST05,12760,Express,09:12,09:15,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00472,Tuesday,C04,C04-S03,ST04,ST05,12762,Passenger,11:12,11:17,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00473,Tuesday,C04,C04-S03,ST04,ST05,12763,MEMU,12:24,12:34,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00474,Tuesday,C04,C04-S03,ST04,ST05,12764,Passenger,13:18,13:22,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00475,Tuesday,C04,C04-S03,ST04,ST05,12765,Express,15:07,15:12,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00476,Tuesday,C04,C04-S03,ST04,ST05,12767,Express,16:24,16:27,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00477,Tuesday,C04,C04-S03,ST04,ST05,12768,MEMU,17:03,17:08,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00478,Tuesday,C04,C04-S03,ST04,ST05,12769,Express,18:18,18:28,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00479,Tuesday,C04,C04-S03,ST04,ST05,12771,MEMU,20:07,20:12,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00480,Tuesday,C04,C04-S03,ST04,ST05,12773,Passenger,21:55,22:05,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00481,Tuesday,C04,C04-S03,ST04,ST05,12774,MEMU,22:12,22:18,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00482,Tuesday,C04,C04-S04,ST04,ST05,12775,Express,05:24,05:28,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00483,Tuesday,C04,C04-S04,ST04,ST05,12776,Freight,06:12,06:22,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00484,Tuesday,C04,C04-S04,ST04,ST05,12777,Express,07:12,07:20,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00485,Tuesday,C04,C04-S04,ST04,ST05,12778,Express,08:49,08:59,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00486,Tuesday,C04,C04-S04,ST04,ST05,12780,MEMU,09:07,09:15,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00487,Tuesday,C04,C04-S04,ST04,ST05,12783,Freight,11:24,11:32,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00488,Tuesday,C04,C04-S04,ST04,ST05,12785,Passenger,12:24,12:29,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00489,Tuesday,C04,C04-S04,ST04,ST05,12788,Freight,13:18,13:23,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00490,Tuesday,C04,C04-S04,ST04,ST05,12790,Passenger,15:31,15:39,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00491,Tuesday,C04,C04-S04,ST04,ST05,12791,Passenger,16:49,16:52,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00492,Tuesday,C04,C04-S04,ST04,ST05,12792,Express,17:37,17:42,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00493,Tuesday,C04,C04-S04,ST04,ST05,12794,Express,18:37,18:43,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00494,Tuesday,C04,C04-S04,ST04,ST05,12797,Express,20:37,20:40,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00495,Tuesday,C04,C04-S04,ST04,ST05,12799,Express,21:03,21:07,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00496,Tuesday,C04,C04-S04,ST04,ST05,12801,Passenger,22:43,22:48,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00497,Wednesday,C01,C01-S01,ST01,ST02,12802,Express,05:49,05:57,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00498,Wednesday,C01,C01-S01,ST01,ST02,12803,Passenger,06:03,06:08,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00499,Wednesday,C01,C01-S01,ST01,ST02,12805,Passenger,07:24,07:27,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00500,Wednesday,C01,C01-S01,ST01,ST02,12808,Express,08:49,08:52,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00501,Wednesday,C01,C01-S01,ST01,ST02,12809,MEMU,10:49,10:54,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00502,Wednesday,C01,C01-S01,ST01,ST02,12810,Special,11:31,11:41,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00503,Wednesday,C01,C01-S01,ST01,ST02,12812,Freight,12:37,12:45,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00504,Wednesday,C01,C01-S01,ST01,ST02,12815,Freight,14:24,14:34,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00505,Wednesday,C01,C01-S01,ST01,ST02,12818,MEMU,15:31,15:41,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00506,Wednesday,C01,C01-S01,ST01,ST02,12819,Express,16:43,16:53,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00507,Wednesday,C01,C01-S01,ST01,ST02,12820,Express,17:43,17:48,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00508,Wednesday,C01,C01-S01,ST01,ST02,12821,Passenger,18:55,18:58,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00509,Wednesday,C01,C01-S01,ST01,ST02,12822,Express,19:55,20:00,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00510,Wednesday,C01,C01-S01,ST01,ST02,12823,Express,21:03,21:08,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00511,Wednesday,C01,C01-S01,ST01,ST02,12824,Passenger,22:03,22:13,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00512,Wednesday,C01,C01-S02,ST01,ST02,12825,Freight,05:03,05:11,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00513,Wednesday,C01,C01-S02,ST01,ST02,12826,Passenger,06:03,06:13,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00514,Wednesday,C01,C01-S02,ST01,ST02,12827,Express,07:03,07:07,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00515,Wednesday,C01,C01-S02,ST01,ST02,12828,Passenger,08:24,08:34,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00516,Wednesday,C01,C01-S02,ST01,ST02,12829,Passenger,10:31,10:37,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00517,Wednesday,C01,C01-S02,ST01,ST02,12830,Passenger,11:07,11:12,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00518,Wednesday,C01,C01-S02,ST01,ST02,12833,Passenger,12:24,12:34,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00519,Wednesday,C01,C01-S02,ST01,ST02,12834,Passenger,14:49,14:53,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00520,Wednesday,C01,C01-S02,ST01,ST02,12835,MEMU,15:49,15:52,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00521,Wednesday,C01,C01-S02,ST01,ST02,12838,Express,16:24,16:29,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00522,Wednesday,C01,C01-S02,ST01,ST02,12840,MEMU,17:18,17:22,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00523,Wednesday,C01,C01-S02,ST01,ST02,12841,MEMU,18:43,18:47,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00524,Wednesday,C01,C01-S02,ST01,ST02,12844,Express,19:12,19:15,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00525,Wednesday,C01,C01-S02,ST01,ST02,12845,MEMU,21:31,21:39,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00526,Wednesday,C01,C01-S02,ST01,ST02,12846,Passenger,22:24,22:27,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00527,Wednesday,C01,C01-S03,ST01,ST02,12847,Passenger,05:12,05:15,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00528,Wednesday,C01,C01-S03,ST01,ST02,12848,Express,06:07,06:13,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00529,Wednesday,C01,C01-S03,ST01,ST02,12849,Freight,07:55,07:58,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00530,Wednesday,C01,C01-S03,ST01,ST02,12852,MEMU,08:18,08:28,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00531,Wednesday,C01,C01-S03,ST01,ST02,12853,Freight,10:18,10:21,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00532,Wednesday,C01,C01-S03,ST01,ST02,12856,Express,11:24,11:34,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00533,Wednesday,C01,C01-S03,ST01,ST02,12859,MEMU,12:18,12:26,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00534,Wednesday,C01,C01-S03,ST01,ST02,12860,Express,14:43,14:46,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00535,Wednesday,C01,C01-S03,ST01,ST02,12861,Express,15:18,15:26,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00536,Wednesday,C01,C01-S03,ST01,ST02,12862,Passenger,16:07,16:13,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00537,Wednesday,C01,C01-S03,ST01,ST02,12863,Express,17:31,17:39,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00538,Wednesday,C01,C01-S03,ST01,ST02,12865,Express,18:03,18:13,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00539,Wednesday,C01,C01-S03,ST01,ST02,12866,Passenger,19:43,19:48,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00540,Wednesday,C01,C01-S03,ST01,ST02,12867,Freight,21:31,21:35,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00541,Wednesday,C01,C01-S03,ST01,ST02,12870,Express,22:37,22:41,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00542,Wednesday,C01,C01-S04,ST01,ST02,12873,Passenger,05:49,05:57,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00543,Wednesday,C01,C01-S04,ST01,ST02,12874,MEMU,06:37,06:42,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00544,Wednesday,C01,C01-S04,ST01,ST02,12875,MEMU,07:24,07:32,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00545,Wednesday,C01,C01-S04,ST01,ST02,12876,Freight,08:37,08:41,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00546,Wednesday,C01,C01-S04,ST01,ST02,12878,Passenger,10:03,10:13,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00547,Wednesday,C01,C01-S04,ST01,ST02,12879,Passenger,11:43,11:47,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00548,Wednesday,C01,C01-S04,ST01,ST02,12882,Express,12:03,12:11,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00549,Wednesday,C01,C01-S04,ST01,ST02,12883,Passenger,14:03,14:08,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00550,Wednesday,C01,C01-S04,ST01,ST02,12886,Passenger,15:49,15:59,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00551,Wednesday,C01,C01-S04,ST01,ST02,12887,Passenger,16:55,16:58,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00552,Wednesday,C01,C01-S04,ST01,ST02,12888,Express,17:37,17:47,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00553,Wednesday,C01,C01-S04,ST01,ST02,12890,Passenger,18:37,18:45,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00554,Wednesday,C01,C01-S04,ST01,ST02,12891,Passenger,19:31,19:41,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00555,Wednesday,C01,C01-S04,ST01,ST02,12892,MEMU,21:03,21:09,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00556,Wednesday,C01,C01-S04,ST01,ST02,12893,Special,22:12,22:16,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00557,Wednesday,C02,C02-S01,ST02,ST03,12894,Passenger,05:55,06:01,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00558,Wednesday,C02,C02-S01,ST02,ST03,12897,Express,06:07,06:11,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00559,Wednesday,C02,C02-S01,ST02,ST03,12898,Express,07:37,07:45,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00560,Wednesday,C02,C02-S01,ST02,ST03,12899,Express,08:24,08:30,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00561,Wednesday,C02,C02-S01,ST02,ST03,12902,MEMU,10:31,10:36,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00562,Wednesday,C02,C02-S01,ST02,ST03,12903,Express,11:24,11:27,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00563,Wednesday,C02,C02-S01,ST02,ST03,12904,Passenger,12:18,12:23,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00564,Wednesday,C02,C02-S01,ST02,ST03,12907,MEMU,14:55,14:58,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00565,Wednesday,C02,C02-S01,ST02,ST03,12908,Express,15:31,15:36,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00566,Wednesday,C02,C02-S01,ST02,ST03,12909,Freight,16:55,16:58,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00567,Wednesday,C02,C02-S01,ST02,ST03,12910,MEMU,17:55,17:59,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00568,Wednesday,C02,C02-S01,ST02,ST03,12912,Passenger,18:31,18:36,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00569,Wednesday,C02,C02-S01,ST02,ST03,12913,Freight,19:07,19:17,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00570,Wednesday,C02,C02-S01,ST02,ST03,12914,Passenger,21:37,21:43,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00571,Wednesday,C02,C02-S01,ST02,ST03,12916,Express,22:55,22:58,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
