train_no,train_name,train_type,sequence,station_id,arrival,departure
12087,SIM-12087,Superfast,1,ST13,00:37,00:44
12087,SIM-12087,Superfast,2,ST14,01:14,01:20
12087,SIM-12087,Superfast,3,ST15,01:37,01:40
12087,SIM-12087,Superfast,4,ST05,02:16,02:23
12087,SIM-12087,Superfast,5,ST06,02:57,03:01
12087,SIM-12087,Superfast,6,ST07,03:57,04:04
12088,SIM-12088,Passenger,1,ST01,18:57,19:01
12088,SIM-12088,Passenger,2,ST17,19:29,19:31
12088,SIM-12088,Passenger,3,ST18,19:57,20:02
12088,SIM-12088,Passenger,4,ST19,21:03,21:10
12088,SIM-12088,Passenger,5,ST20,20:49,20:55
12089,SIM-12089,Superfast,1,ST13,01:46,01:52
12089,SIM-12089,Superfast,2,ST16,02:19,02:25
12089,SIM-12089,Superfast,3,ST03,02:56,03:03
12089,SIM-12089,Superfast,4,ST04,03:37,03:40
12090,SIM-12090,Express,1,ST01,16:16,16:18
12090,SIM-12090,Express,2,ST02,16:52,16:55
12090,SIM-12090,Express,3,ST03,17:44,17:51
12090,SIM-12090,Express,4,ST04,18:13,18:19
12090,SIM-12090,Express,5,ST05,18:40,18:42
12090,SIM-12090,Express,6,ST06,18:56,19:00
12090,SIM-12090,Express,7,ST07,20:34,20:37
12091,SIM-12091,Express,1,ST01,10:26,10:30
12091,SIM-12091,Express,2,ST02,10:52,10:54
12091,SIM-12091,Express,3,ST09,11:30,11:33
12091,SIM-12091,Express,4,ST10,12:14,12:16
12091,SIM-12091,Express,5,ST11,12:30,12:34
12091,SIM-12091,Express,6,ST12,14:06,14:11
12092,SIM-12092,Superfast,1,ST13,18:29,18:36
12092,SIM-12092,Superfast,2,ST14,19:13,19:20
12092,SIM-12092,Superfast,3,ST15,19:49,19:54
12092,SIM-12092,Superfast,4,ST05,20:14,20:21
12092,SIM-12092,Superfast,5,ST06,20:29,20:33
12092,SIM-12092,Superfast,6,ST07,21:59,22:03
12093,SIM-12093,Superfast,1,ST01,04:56,05:03
12093,SIM-12093,Superfast,2,ST17,05:27,05:32
12093,SIM-12093,Superfast,3,ST18,06:24,06:30
12093,SIM-12093,Superfast,4,ST19,06:23,06:28
12093,SIM-12093,Superfast,5,ST20,07:24,07:29
12094,SIM-12094,Express,1,ST13,00:31,00:34
12094,SIM-12094,Express,2,ST16,01:02,01:05
12094,SIM-12094,Express,3,ST03,01:27,01:31
12094,SIM-12094,Express,4,ST04,02:37,02:39
12095,SIM-12095,Passenger,1,ST01,05:56,06:02
12095,SIM-12095,Passenger,2,ST02,06:32,06:38
12095,SIM-12095,Passenger,3,ST03,07:10,07:14
12095,SIM-12095,Passenger,4,ST04,08:02,08:06
12095,SIM-12095,Passenger,5,ST05,08:48,08:55
12095,SIM-12095,Passenger,6,ST06,08:56,09:02
12095,SIM-12095,Passenger,7,ST07,08:56,09:02
12096,SIM-12096,Intercity,1,ST01,14:06,14:10
12096,SIM-12096,Intercity,2,ST02,14:34,14:37
12096,SIM-12096,Intercity,3,ST09,15:18,15:21
12096,SIM-12096,Intercity,4,ST10,15:27,15:31
12096,SIM-12096,Intercity,5,ST11,16:38,16:41
12096,SIM-12096,Intercity,6,ST12,17:46,17:52
12097,SIM-12097,Superfast,1,ST13,10:46,10:48
12097,SIM-12097,Superfast,2,ST14,11:29,11:36
12097,SIM-12097,Superfast,3,ST15,12:04,12:06
12097,SIM-12097,Superfast,4,ST05,12:16,12:18
12097,SIM-12097,Superfast,5,ST06,12:30,12:33
12097,SIM-12097,Superfast,6,ST07,13:46,13:48
12098,SIM-12098,Passenger,1,ST01,20:40,20:46
12098,SIM-12098,Passenger,2,ST17,21:11,21:13
12098,SIM-12098,Passenger,3,ST18,21:32,21:39
12098,SIM-12098,Passenger,4,ST19,22:01,22:06
12098,SIM-12098,Passenger,5,ST20,22:48,22:54
12099,SIM-12099,Passenger,1,ST13,01:16,01:19
12099,SIM-12099,Passenger,2,ST16,02:00,02:03
12099,SIM-12099,Passenger,3,ST03,02:24,02:28
12099,SIM-12099,Passenger,4,ST04,02:43,02:47
12100,SIM-12100,Express,1,ST01,03:10,03:14
12100,SIM-12100,Express,2,ST02,03:52,03:54
12100,SIM-12100,Express,3,ST03,04:00,04:02
12100,SIM-12100,Express,4,ST04,04:55,04:58
12100,SIM-12100,Express,5,ST05,05:26,05:28
12100,SIM-12100,Express,6,ST06,05:45,05:49
12100,SIM-12100,Express,7,ST07,06:28,06:33
12101,SIM-12101,Intercity,1,ST01,16:23,16:26
12101,SIM-12101,Intercity,2,ST02,16:52,16:55
12101,SIM-12101,Intercity,3,ST09,17:35,17:38
12101,SIM-12101,Intercity,4,ST10,18:32,18:36
12101,SIM-12101,Intercity,5,ST11,19:11,19:17
12101,SIM-12101,Intercity,6,ST12,18:58,19:01
12102,SIM-12102,MEMU,1,ST13,15:37,15:41
12102,SIM-12102,MEMU,2,ST14,16:02,16:06
12102,SIM-12102,MEMU,3,ST15,16:45,16:52
12102,SIM-12102,MEMU,4,ST05,17:34,17:37
12102,SIM-12102,MEMU,5,ST06,17:29,17:34
12102,SIM-12102,MEMU,6,ST07,17:42,17:45
12103,SIM-12103,MEMU,1,ST01,02:54,02:56
12103,SIM-12103,MEMU,2,ST17,03:37,03:40
12103,SIM-12103,MEMU,3,ST18,04:16,04:18
12103,SIM-12103,MEMU,4,ST19,04:18,04:20
12103,SIM-12103,MEMU,5,ST20,05:30,05:35
12104,SIM-12104,Passenger,1,ST13,09:59,10:02
12104,SIM-12104,Passenger,2,ST16,10:35,10:41
12104,SIM-12104,Passenger,3,ST03,11:21,11:25
12104,SIM-12104,Passenger,4,ST04,11:14,11:17
12105,SIM-12105,Passenger,1,ST01,17:55,17:57
12105,SIM-12105,Passenger,2,ST02,18:37,18:43
12105,SIM-12105,Passenger,3,ST03,19:23,19:30
12105,SIM-12105,Passenger,4,ST04,19:25,19:28
12105,SIM-12105,Passenger,5,ST05,19:51,19:58
12105,SIM-12105,Passenger,6,ST06,20:55,20:59
12105,SIM-12105,Passenger,7,ST07,22:19,22:24
12106,SIM-12106,Superfast,1,ST01,19:05,19:11
12106,SIM-12106,Superfast,2,ST02,19:46,19:48
12106,SIM-12106,Superfast,3,ST09,20:07,20:12
12106,SIM-12106,Superfast,4,ST10,21:05,21:07
12106,SIM-12106,Superfast,5,ST11,21:33,21:36
12106,SIM-12106,Superfast,6,ST12,21:30,21:35
12107,SIM-12107,Superfast,1,ST13,08:41,08:43
12107,SIM-12107,Superfast,2,ST14,09:23,09:25
12107,SIM-12107,Superfast,3,ST15,09:59,10:03
12107,SIM-12107,Superfast,4,ST05,10:17,10:19
12107,SIM-12107,Superfast,5,ST06,11:17,11:19
12107,SIM-12107,Superfast,6,ST07,11:51,11:57
12108,SIM-12108,Intercity,1,ST01,17:45,17:51
12108,SIM-12108,Intercity,2,ST17,18:16,18:18
12108,SIM-12108,Intercity,3,ST18,19:09,19:11
12108,SIM-12108,Intercity,4,ST19,19:33,19:36
12108,SIM-12108,Intercity,5,ST20,19:33,19:39
12109,SIM-12109,Passenger,1,ST13,03:01,03:04
12109,SIM-12109,Passenger,2,ST16,03:41,03:46
12109,SIM-12109,Passenger,3,ST03,03:55,04:02
12109,SIM-12109,Passenger,4,ST04,04:31,04:33
12110,SIM-12110,MEMU,1,ST01,19:24,19:29
12110,SIM-12110,MEMU,2,ST02,20:00,20:04
12110,SIM-12110,MEMU,3,ST03,20:18,20:23
12110,SIM-12110,MEMU,4,ST04,21:30,21:32
12110,SIM-12110,MEMU,5,ST05,22:12,22:16
12110,SIM-12110,MEMU,6,ST06,22:19,22:21
12110,SIM-12110,MEMU,7,ST07,23:06,23:09
12111,SIM-12111,Express,1,ST01,05:44,05:49
12111,SIM-12111,Express,2,ST02,06:11,06:14
12111,SIM-12111,Express,3,ST09,06:46,06:51
12111,SIM-12111,Express,4,ST10,07:56,08:03
12111,SIM-12111,Express,5,ST11,07:36,07:38
12111,SIM-12111,Express,6,ST12,07:54,07:59
12112,SIM-12112,MEMU,1,ST13,03:16,03:23
12112,SIM-12112,MEMU,2,ST14,03:46,03:51
12112,SIM-12112,MEMU,3,ST15,04:30,04:33
12112,SIM-12112,MEMU,4,ST05,05:04,05:09
12112,SIM-12112,MEMU,5,ST06,05:24,05:30
12112,SIM-12112,MEMU,6,ST07,06:26,06:31
12113,SIM-12113,Passenger,1,ST01,15:14,15:20
12113,SIM-12113,Passenger,2,ST17,15:53,16:00
12113,SIM-12113,Passenger,3,ST18,16:08,16:12
12113,SIM-12113,Passenger,4,ST19,17:23,17:28
12113,SIM-12113,Passenger,5,ST20,18:06,18:08
12114,SIM-12114,Passenger,1,ST13,00:44,00:48
12114,SIM-12114,Passenger,2,ST16,01:17,01:24
12114,SIM-12114,Passenger,3,ST03,01:36,01:42
12114,SIM-12114,Passenger,4,ST04,02:50,02:55
12115,SIM-12115,Passenger,1,ST01,08:17,08:19
12115,SIM-12115,Passenger,2,ST02,08:49,08:56
12115,SIM-12115,Passenger,3,ST03,09:17,09:20
12115,SIM-12115,Passenger,4,ST04,10:11,10:14
12115,SIM-12115,Passenger,5,ST05,11:09,11:16
12115,SIM-12115,Passenger,6,ST06,11:57,12:04
12115,SIM-12115,Passenger,7,ST07,11:11,11:14
12116,SIM-12116,Intercity,1,ST01,07:11,07:16
12116,SIM-12116,Intercity,2,ST02,07:53,07:58
12116,SIM-12116,Intercity,3,ST09,08:15,08:19
12116,SIM-12116,Intercity,4,ST10,08:56,08:58
12116,SIM-12116,Intercity,5,ST11,09:47,09:52
12116,SIM-12116,Intercity,6,ST12,10:26,10:31
12117,SIM-12117,Passenger,1,ST13,16:26,16:28
12117,SIM-12117,Passenger,2,ST14,17:06,17:13
12117,SIM-12117,Passenger,3,ST15,17:42,17:49
12117,SIM-12117,Passenger,4,ST05,18:32,18:38
12117,SIM-12117,Passenger,5,ST06,18:46,18:48
12117,SIM-12117,Passenger,6,ST07,18:31,18:34
12118,SIM-12118,Express,1,ST01,09:03,09:06
12118,SIM-12118,Express,2,ST17,09:47,09:54
12118,SIM-12118,Express,3,ST18,10:07,10:13
12118,SIM-12118,Express,4,ST19,11:00,11:07
12118,SIM-12118,Express,5,ST20,11:51,11:56
12119,SIM-12119,Superfast,1,ST13,08:17,08:22
12119,SIM-12119,Superfast,2,ST16,08:53,08:58
12119,SIM-12119,Superfast,3,ST03,09:21,09:25
12119,SIM-12119,Superfast,4,ST04,09:32,09:37
12120,SIM-12120,Superfast,1,ST01,12:05,12:07
12120,SIM-12120,Superfast,2,ST02,12:33,12:37
12120,SIM-12120,Superfast,3,ST03,13:09,13:13
12120,SIM-12120,Superfast,4,ST04,13:41,13:47
12120,SIM-12120,Superfast,5,ST05,13:53,13:56
12120,SIM-12120,Superfast,6,ST06,14:25,14:28
12120,SIM-12120,Superfast,7,ST07,15:53,15:55
12121,SIM-12121,MEMU,1,ST01,07:07,07:10
12121,SIM-12121,MEMU,2,ST02,07:35,07:37
12121,SIM-12121,MEMU,3,ST09,08:15,08:21
12121,SIM-12121,MEMU,4,ST10,08:55,09:02
12121,SIM-12121,MEMU,5,ST11,09:11,09:14
12121,SIM-12121,MEMU,6,ST12,09:57,10:00
12122,SIM-12122,Passenger,1,ST13,20:29,20:31
12122,SIM-12122,Passenger,2,ST14,21:03,21:07
12122,SIM-12122,Passenger,3,ST15,21:29,21:31
12122,SIM-12122,Passenger,4,ST05,21:44,21:46
12122,SIM-12122,Passenger,5,ST06,22:45,22:47
12122,SIM-12122,Passenger,6,ST07,00:09,00:12
12123,SIM-12123,Superfast,1,ST01,13:42,13:44
12123,SIM-12123,Superfast,2,ST17,14:11,14:14
12123,SIM-12123,Superfast,3,ST18,14:36,14:39
12123,SIM-12123,Superfast,4,ST19,15:15,15:21
12123,SIM-12123,Superfast,5,ST20,15:46,15:53
12124,SIM-12124,MEMU,1,ST13,16:13,16:18
12124,SIM-12124,MEMU,2,ST16,16:57,17:01
12124,SIM-12124,MEMU,3,ST03,17:41,17:46
12124,SIM-12124,MEMU,4,ST04,17:31,17:35
12125,SIM-12125,Superfast,1,ST01,02:53,02:58
12125,SIM-12125,Superfast,2,ST02,03:26,03:28
12125,SIM-12125,Superfast,3,ST03,04:15,04:22
12125,SIM-12125,Superfast,4,ST04,04:50,04:55
12125,SIM-12125,Superfast,5,ST05,05:05,05:10
12125,SIM-12125,Superfast,6,ST06,05:48,05:50
12125,SIM-12125,Superfast,7,ST07,05:29,05:32
12126,SIM-12126,MEMU,1,ST01,09:32,09:36
12126,SIM-12126,MEMU,2,ST02,10:08,10:13
12126,SIM-12126,MEMU,3,ST09,10:50,10:56
12126,SIM-12126,MEMU,4,ST10,11:02,11:09
12126,SIM-12126,MEMU,5,ST11,11:40,11:47
12126,SIM-12126,MEMU,6,ST12,12:17,12:19
12127,SIM-12127,Intercity,1,ST13,15:57,16:00
12127,SIM-12127,Intercity,2,ST14,16:34,16:41
12127,SIM-12127,Intercity,3,ST15,17:03,17:05
12127,SIM-12127,Intercity,4,ST05,17:24,17:31
12127,SIM-12127,Intercity,5,ST06,18:33,18:35
12127,SIM-12127,Intercity,6,ST07,18:37,18:40
12128,SIM-12128,Express,1,ST01,03:44,03:49
12128,SIM-12128,Express,2,ST17,04:17,04:19
12128,SIM-12128,Express,3,ST18,04:50,04:53
12128,SIM-12128,Express,4,ST19,05:11,05:18
12128,SIM-12128,Express,5,ST20,06:20,06:22
12129,SIM-12129,MEMU,1,ST13,17:52,17:56
12129,SIM-12129,MEMU,2,ST16,18:27,18:32
12129,SIM-12129,MEMU,3,ST03,19:10,19:13
12129,SIM-12129,MEMU,4,ST04,19:25,19:28
12130,SIM-12130,MEMU,1,ST01,06:13,06:15
12130,SIM-12130,MEMU,2,ST02,06:55,06:57
12130,SIM-12130,MEMU,3,ST03,07:33,07:36
12130,SIM-12130,MEMU,4,ST04,07:58,08:01
12130,SIM-12130,MEMU,5,ST05,08:29,08:33
12130,SIM-12130,MEMU,6,ST06,09:08,09:12
12130,SIM-12130,MEMU,7,ST07,09:43,09:49
12131,SIM-12131,Express,1,ST01,09:07,09:09
12131,SIM-12131,Express,2,ST02,09:35,09:42
12131,SIM-12131,Express,3,ST09,09:59,10:03
12131,SIM-12131,Express,4,ST10,11:10,11:17
12131,SIM-12131,Express,5,ST11,10:55,10:57
12131,SIM-12131,Express,6,ST12,11:47,11:52
12132,SIM-12132,Superfast,1,ST13,20:09,20:16
12132,SIM-12132,Superfast,2,ST14,20:34,20:38
12132,SIM-12132,Superfast,3,ST15,21:03,21:05
12132,SIM-12132,Superfast,4,ST05,22:18,22:20
12132,SIM-12132,Superfast,5,ST06,22:13,22:20
12132,SIM-12132,Superfast,6,ST07,23:14,23:16
12133,SIM-12133,Superfast,1,ST01,09:45,09:50
12133,SIM-12133,Superfast,2,ST17,10:23,10:26
12133,SIM-12133,Superfast,3,ST18,11:07,11:14
12133,SIM-12133,Superfast,4,ST19,11:06,11:12
12133,SIM-12133,Superfast,5,ST20,12:29,12:35
12134,SIM-12134,Express,1,ST13,07:47,07:53
12134,SIM-12134,Express,2,ST16,08:30,08:36
12134,SIM-12134,Express,3,ST03,08:49,08:54
12134,SIM-12134,Express,4,ST04,09:05,09:12
12135,SIM-12135,Intercity,1,ST01,07:11,07:16
12135,SIM-12135,Intercity,2,ST02,07:37,07:43
12135,SIM-12135,Intercity,3,ST03,08:25,08:31
12135,SIM-12135,Intercity,4,ST04,09:14,09:17
12135,SIM-12135,Intercity,5,ST05,09:07,09:14
12135,SIM-12135,Intercity,6,ST06,10:06,10:10
12135,SIM-12135,Intercity,7,ST07,10:11,10:16
12136,SIM-12136,MEMU,1,ST01,15:49,15:52
12136,SIM-12136,MEMU,2,ST02,16:19,16:26
12136,SIM-12136,MEMU,3,ST09,16:41,16:45
12136,SIM-12136,MEMU,4,ST10,17:31,17:37
12136,SIM-12136,MEMU,5,ST11,17:37,17:41
12136,SIM-12136,MEMU,6,ST12,18:09,18:15
12137,SIM-12137,Superfast,1,ST13,13:16,13:23
12137,SIM-12137,Superfast,2,ST14,13:53,13:56
12137,SIM-12137,Superfast,3,ST15,14:22,14:28
12137,SIM-12137,Superfast,4,ST05,15:13,15:17
12137,SIM-12137,Superfast,5,ST06,15:20,15:25
12137,SIM-12137,Superfast,6,ST07,16:26,16:31
12138,SIM-12138,MEMU,1,ST01,01:31,01:36
12138,SIM-12138,MEMU,2,ST17,02:02,02:07
12138,SIM-12138,MEMU,3,ST18,02:27,02:29
12138,SIM-12138,MEMU,4,ST19,03:25,03:32
12138,SIM-12138,MEMU,5,ST20,04:15,04:20
12139,SIM-12139,Superfast,1,ST13,00:50,00:57
12139,SIM-12139,Superfast,2,ST16,01:29,01:35
12139,SIM-12139,Superfast,3,ST03,01:50,01:57
12139,SIM-12139,Superfast,4,ST04,02:32,02:37
12140,SIM-12140,Superfast,1,ST01,15:46,15:50
12140,SIM-12140,Superfast,2,ST02,16:29,16:35
12140,SIM-12140,Superfast,3,ST03,16:50,16:56
12140,SIM-12140,Superfast,4,ST04,17:43,17:47
12140,SIM-12140,Superfast,5,ST05,17:58,18:05
12140,SIM-12140,Superfast,6,ST06,18:46,18:48
12140,SIM-12140,Superfast,7,ST07,19:40,19:45
12141,SIM-12141,MEMU,1,ST01,10:41,10:45
12141,SIM-12141,MEMU,2,ST02,11:09,11:14
12141,SIM-12141,MEMU,3,ST09,11:47,11:51
12141,SIM-12141,MEMU,4,ST10,12:35,12:39
12141,SIM-12141,MEMU,5,ST11,12:57,13:01
12141,SIM-12141,MEMU,6,ST12,13:11,13:13
12142,SIM-12142,Passenger,1,ST13,17:22,17:24
12142,SIM-12142,Passenger,2,ST14,18:00,18:06
12142,SIM-12142,Passenger,3,ST15,18:38,18:41
12142,SIM-12142,Passenger,4,ST05,18:37,18:44
12142,SIM-12142,Passenger,5,ST06,19:26,19:32
12142,SIM-12142,Passenger,6,ST07,19:42,19:44
12143,SIM-12143,MEMU,1,ST01,16:20,16:23
12143,SIM-12143,MEMU,2,ST17,17:03,17:09
12143,SIM-12143,MEMU,3,ST18,17:16,17:18
12143,SIM-12143,MEMU,4,ST19,18:26,18:29
12143,SIM-12143,MEMU,5,ST20,19:00,19:02
12144,SIM-12144,Passenger,1,ST13,05:53,06:00
12144,SIM-12144,Passenger,2,ST16,06:36,06:42
12144,SIM-12144,Passenger,3,ST03,06:51,06:58
12144,SIM-12144,Passenger,4,ST04,07:38,07:43
12145,SIM-12145,MEMU,1,ST01,14:43,14:48
12145,SIM-12145,MEMU,2,ST02,15:22,15:25
12145,SIM-12145,MEMU,3,ST03,15:45,15:50
12145,SIM-12145,MEMU,4,ST04,16:01,16:04
12145,SIM-12145,MEMU,5,ST05,17:19,17:26
12145,SIM-12145,MEMU,6,ST06,17:38,17:42
12145,SIM-12145,MEMU,7,ST07,18:01,18:07
12146,SIM-12146,Superfast,1,ST01,11:26,11:32
12146,SIM-12146,Superfast,2,ST02,12:08,12:15
12146,SIM-12146,Superfast,3,ST09,12:40,12:44
12146,SIM-12146,Superfast,4,ST10,13:05,13:08
12146,SIM-12146,Superfast,5,ST11,14:18,14:25
12146,SIM-12146,Superfast,6,ST12,14:56,14:59
12147,SIM-12147,Passenger,1,ST13,06:45,06:49
12147,SIM-12147,Passenger,2,ST14,07:18,07:23
12147,SIM-12147,Passenger,3,ST15,08:07,08:11
12147,SIM-12147,Passenger,4,ST05,08:48,08:51
12147,SIM-12147,Passenger,5,ST06,08:57,09:04
12147,SIM-12147,Passenger,6,ST07,10:25,10:32
12148,SIM-12148,MEMU,1,ST01,06:38,06:40
12148,SIM-12148,MEMU,2,ST17,07:17,07:24
12148,SIM-12148,MEMU,3,ST18,07:58,08:01
12148,SIM-12148,MEMU,4,ST19,08:38,08:40
12148,SIM-12148,MEMU,5,ST20,08:54,08:59
12149,SIM-12149,Express,1,ST13,09:35,09:40
12149,SIM-12149,Express,2,ST16,10:12,10:15
12149,SIM-12149,Express,3,ST03,10:37,10:40
12149,SIM-12149,Express,4,ST04,11:17,11:22
12150,SIM-12150,Express,1,ST01,07:36,07:41
12150,SIM-12150,Express,2,ST02,08:17,08:20
12150,SIM-12150,Express,3,ST03,09:00,09:05
12150,SIM-12150,Express,4,ST04,09:00,09:04
12150,SIM-12150,Express,5,ST05,09:16,09:18
12150,SIM-12150,Express,6,ST06,10:11,10:15
12150,SIM-12150,Express,7,ST07,11:36,11:38
12151,SIM-12151,Express,1,ST01,17:37,17:43
12151,SIM-12151,Express,2,ST02,18:14,18:16
12151,SIM-12151,Express,3,ST09,18:31,18:35
12151,SIM-12151,Express,4,ST10,19:19,19:26
12151,SIM-12151,Express,5,ST11,19:37,19:40
12151,SIM-12151,Express,6,ST12,21:12,21:14
12152,SIM-12152,Passenger,1,ST13,00:33,00:40
12152,SIM-12152,Passenger,2,ST14,01:16,01:19
12152,SIM-12152,Passenger,3,ST15,02:01,02:06
12152,SIM-12152,Passenger,4,ST05,01:51,01:58
12152,SIM-12152,Passenger,5,ST06,02:21,02:26
12152,SIM-12152,Passenger,6,ST07,03:53,03:56
12153,SIM-12153,MEMU,1,ST01,05:40,05:45
12153,SIM-12153,MEMU,2,ST17,06:14,06:16
12153,SIM-12153,MEMU,3,ST18,06:58,07:04
12153,SIM-12153,MEMU,4,ST19,07:28,07:31
12153,SIM-12153,MEMU,5,ST20,07:32,07:36
12154,SIM-12154,Passenger,1,ST13,10:38,10:41
12154,SIM-12154,Passenger,2,ST16,11:16,11:22
12154,SIM-12154,Passenger,3,ST03,11:54,11:56
12154,SIM-12154,Passenger,4,ST04,12:50,12:52
12155,SIM-12155,Passenger,1,ST01,20:59,21:01
12155,SIM-12155,Passenger,2,ST02,21:37,21:43
12155,SIM-12155,Passenger,3,ST03,21:53,22:00
12155,SIM-12155,Passenger,4,ST04,22:32,22:35
12155,SIM-12155,Passenger,5,ST05,22:59,23:03
12155,SIM-12155,Passenger,6,ST06,23:19,23:23
12155,SIM-12155,Passenger,7,ST07,23:53,23:55
12156,SIM-12156,Superfast,1,ST01,07:44,07:47
12156,SIM-12156,Superfast,2,ST02,08:24,08:30
12156,SIM-12156,Superfast,3,ST09,09:06,09:13
12156,SIM-12156,Superfast,4,ST10,09:47,09:54
12156,SIM-12156,Superfast,5,ST11,09:56,10:00
12156,SIM-12156,Superfast,6,ST12,10:19,10:22
12157,SIM-12157,Intercity,1,ST13,15:43,15:47
12157,SIM-12157,Intercity,2,ST14,16:12,16:19
12157,SIM-12157,Intercity,3,ST15,16:43,16:45
12157,SIM-12157,Intercity,4,ST05,17:31,17:38
12157,SIM-12157,Intercity,5,ST06,18:35,18:37
12157,SIM-12157,Intercity,6,ST07,18:18,18:20
12158,SIM-12158,Express,1,ST01,06:27,06:32
12158,SIM-12158,Express,2,ST17,06:53,06:56
12158,SIM-12158,Express,3,ST18,07:17,07:19
12158,SIM-12158,Express,4,ST19,08:06,08:13
12158,SIM-12158,Express,5,ST20,09:07,09:09
12159,SIM-12159,Passenger,1,ST13,00:43,00:49
12159,SIM-12159,Passenger,2,ST16,01:14,01:17
12159,SIM-12159,Passenger,3,ST03,01:33,01:35
12159,SIM-12159,Passenger,4,ST04,02:01,02:08
12160,SIM-12160,Passenger,1,ST01,05:38,05:42
12160,SIM-12160,Passenger,2,ST02,06:19,06:21
12160,SIM-12160,Passenger,3,ST03,06:30,06:34
12160,SIM-12160,Passenger,4,ST04,07:14,07:19
12160,SIM-12160,Passenger,5,ST05,08:14,08:19
12160,SIM-12160,Passenger,6,ST06,08:08,08:11
12160,SIM-12160,Passenger,7,ST07,09:38,09:41
12161,SIM-12161,Intercity,1,ST01,10:35,10:39
12161,SIM-12161,Intercity,2,ST02,11:06,11:10
12161,SIM-12161,Intercity,3,ST09,11:41,11:44
12161,SIM-12161,Intercity,4,ST10,12:26,12:29
12161,SIM-12161,Intercity,5,ST11,13:03,13:09
12161,SIM-12161,Intercity,6,ST12,14:15,14:17
12162,SIM-12162,Express,1,ST13,15:57,15:59
12162,SIM-12162,Express,2,ST14,16:25,16:27
12162,SIM-12162,Express,3,ST15,17:19,17:21
12162,SIM-12162,Express,4,ST05,17:33,17:39
12162,SIM-12162,Express,5,ST06,18:53,19:00
12162,SIM-12162,Express,6,ST07,18:12,18:19
12163,SIM-12163,Superfast,1,ST01,13:43,13:47
12163,SIM-12163,Superfast,2,ST17,14:11,14:18
12163,SIM-12163,Superfast,3,ST18,15:11,15:18
12163,SIM-12163,Superfast,4,ST19,15:55,16:02
12163,SIM-12163,Superfast,5,ST20,15:59,16:02
12164,SIM-12164,Passenger,1,ST13,12:57,13:04
12164,SIM-12164,Passenger,2,ST16,13:27,13:30
12164,SIM-12164,Passenger,3,ST03,14:15,14:17
12164,SIM-12164,Passenger,4,ST04,14:45,14:51
12165,SIM-12165,Intercity,1,ST01,11:34,11:40
12165,SIM-12165,Intercity,2,ST02,12:08,12:10
12165,SIM-12165,Intercity,3,ST03,12:44,12:46
12165,SIM-12165,Intercity,4,ST04,13:43,13:48
12165,SIM-12165,Intercity,5,ST05,13:42,13:46
12165,SIM-12165,Intercity,6,ST06,14:39,14:42
12165,SIM-12165,Intercity,7,ST07,14:34,14:38
12166,SIM-12166,Intercity,1,ST01,05:25,05:29
12166,SIM-12166,Intercity,2,ST02,06:01,06:03
12166,SIM-12166,Intercity,3,ST09,06:29,06:35
12166,SIM-12166,Intercity,4,ST10,06:55,06:57
12166,SIM-12166,Intercity,5,ST11,07:45,07:47
12166,SIM-12166,Intercity,6,ST12,08:00,08:04
12167,SIM-12167,Passenger,1,ST13,11:50,11:52
12167,SIM-12167,Passenger,2,ST14,12:22,12:24
12167,SIM-12167,Passenger,3,ST15,12:40,12:43
12167,SIM-12167,Passenger,4,ST05,13:38,13:45
12167,SIM-12167,Passenger,5,ST06,14:30,14:35
12167,SIM-12167,Passenger,6,ST07,15:10,15:13
12168,SIM-12168,Superfast,1,ST01,17:38,17:44
12168,SIM-12168,Superfast,2,ST17,18:12,18:19
12168,SIM-12168,Superfast,3,ST18,19:04,19:08
12168,SIM-12168,Superfast,4,ST19,18:56,19:00
12168,SIM-12168,Superfast,5,ST20,19:34,19:38
12169,SIM-12169,Express,1,ST13,12:18,12:24
12169,SIM-12169,Express,2,ST16,12:43,12:46
12169,SIM-12169,Express,3,ST03,13:42,13:44
12169,SIM-12169,Express,4,ST04,13:57,14:00
12170,SIM-12170,Express,1,ST01,02:11,02:13
12170,SIM-12170,Express,2,ST02,02:38,02:43
12170,SIM-12170,Express,3,ST03,03:35,03:38
12170,SIM-12170,Express,4,ST04,03:44,03:48
12170,SIM-12170,Express,5,ST05,04:19,04:22
12170,SIM-12170,Express,6,ST06,04:21,04:26
12170,SIM-12170,Express,7,ST07,05:23,05:27
12171,SIM-12171,Passenger,1,ST01,05:33,05:36
12171,SIM-12171,Passenger,2,ST02,06:14,06:21
12171,SIM-12171,Passenger,3,ST09,06:23,06:30
12171,SIM-12171,Passenger,4,ST10,07:27,07:29
12171,SIM-12171,Passenger,5,ST11,08:13,08:15
12171,SIM-12171,Passenger,6,ST12,07:43,07:45
12172,SIM-12172,Express,1,ST13,09:39,09:42
12172,SIM-12172,Express,2,ST14,10:21,10:28
12172,SIM-12172,Express,3,ST15,10:59,11:01
12172,SIM-12172,Express,4,ST05,11:42,11:48
12172,SIM-12172,Express,5,ST06,11:59,12:01
12172,SIM-12172,Express,6,ST07,13:19,13:23
12173,SIM-12173,Superfast,1,ST01,00:55,00:58
12173,SIM-12173,Superfast,2,ST17,01:29,01:36
12173,SIM-12173,Superfast,3,ST18,01:47,01:52
12173,SIM-12173,Superfast,4,ST19,03:04,03:10
12173,SIM-12173,Superfast,5,ST20,03:47,03:50
12174,SIM-12174,Superfast,1,ST13,16:49,16:54
